Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YLR151C|chrXII;442912;442737|442756,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YJL198W|Spar_10;52253;52306|WT	0;0;0;0;1;38;170;30;60;81;147	0.000;0.000;0.000;0.000;0.714;22.583;97.607;17.949;40.879	81	4.162	147	15.124	3.634	0.894	5	179.732
YFL028C|Spar_6;113536;113514|WT	0;0;0;0;0;11;20;30;0;23;29	0.000;0.000;0.000;0.000;0.000;6.537;11.483;17.949;0.000	23	1.182	29	2.984	2.525	0.895	3	35.969
YDR166C|chrIV;789242;789221|WT	0;0;0;0;0;34;20;9;14;30;0	0.000;0.000;0.000;0.000;0.000;20.206;11.483;5.385;9.538	30	1.542	0	0.000	0.000	0.851	4	46.612
YHL034C|chrVIII;34188;34077|WT	0;0;0;0;0;0;0;0;0;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	1	0.051	0	0.000	0.000	TooLow	0	0
YAR019C|Spar_1;144615;144577|WT	2;1;0;7;7;0;107;17;0;87;0	1.120;0.501;0.000;5.089;4.998;0.000;61.435;10.171;0.000	87	4.471	0	0.000	0.000	0.817	6	83.314
YFR011C|chrVI;167282;167258|WT	0;0;0;0;1;0;38;54;0;15;0	0.000;0.000;0.000;0.000;0.714;0.000;21.818;32.308;0.000	15	0.771	0	0.000	0.000	0.928	3	54.84
YKL078W|Spar_11;299351;299385|299373,AAG	116;0;1;0;44;20;8;0;9;67;97	64.958;0.000;1.000;0.000;31.415;11.886;4.593;0.000;6.132	67	3.443	97	9.980	2.899	0.344	6	119.984
YGR267C|chrVII;1025910;1025735|1025790,1025775,WT,CGACGA	2074;143;55;1;0;2;1;0;0;1255;0	1161.400;71.576;55.000;0.727;0.000;1.189;0.574;0.000;0.000	1255	64.492	0	0.000	0.000	0.033	6	1290.466
YKL063C|chrXI;321675;321518|321631,321577,AAG,CGACGA	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YJR015W|Spar_10;453415;453434|WT	0;0;0;0;0;0;0;0;0;7;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	7	0.360	0	0.000	0.000	TooLow	0	0
YIR026C|Spar_9;381659;381628|WT	0;0;0;0;0;0;67;1;12;5;0	0.000;0.000;0.000;0.000;0.000;0.000;38.469;0.598;8.176	5	0.257	0	0.000	0.000	0.901	3	47.243
YKL209C|Spar_11;49965;49923|WT	0;1;0;0;12;0;81;84;21;12;55	0.000;0.501;0.000;0.000;8.568;0.000;46.507;50.257;14.308	12	0.617	55	5.659	9.172	0.908	5	120.141
YDR002W|Spar_4;460979;460999|WT	0;0;0;0;0;0;40;2;33;8;0	0.000;0.000;0.000;0.000;0.000;0.000;22.966;1.197;22.483	8	0.411	0	0.000	0.000	0.940	3	46.646
YFR049W|chrVI;248360;248522|248431,248458,AAG,CGACGA	2;0;1;0;344;562;101;298;101;223;0	1.120;0.000;1.000;0.000;245.612;333.992;57.990;178.292;68.812	223	11.460	0	0.000	0.000	0.784	7	886.818
YDR164C|Spar_4;774477;774425|774444,AAG	2;2;0;45;2;147;418;469;199;458;1039	1.120;1.001;0.000;32.715;1.428;87.361;239.999;280.601;135.581	458	23.536	1039	106.895	4.542	0.893	8	779.806
YPR201W|Spar_2;789641;789707|WT	2;0;203;712;278;55;0;0;0;652;1206	1.120;0.000;203.000;517.632;198.489;32.686;0.000;0.000;0.000	652	33.505	1206	124.077	3.703	0.465	5	952.927
YGR116W|chrVII;720357;720408|WT	0;2;2;21;89;40;189;0;1;169;148	0.000;1.001;2.000;15.267;63.545;23.772;108.516;0.000;0.681	169	8.685	148	15.227	1.753	0.747	7	214.782
YDR470C|Spar_4;1379242;1379157|WT	4;0;14;26;962;929;1013;258;137;1520;1556	2.240;0.000;14.000;18.902;686.856;552.097;581.624;154.360;93.340	1520	78.110	1556	160.086	2.049	0.766	8	2103.419
YBR170C|Spar_2;550887;550832|WT	1;0;0;8;29;0;0;0;0;95;135	0.560;0.000;0.000;5.816;20.706;0.000;0.000;0.000;0.000	95	4.882	135	13.889	2.845	0.580	3	27.082
YHL034C|chrVIII;34173;34077|34142,34077,WT,CGACGA	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOR061W|chrXV;441405;441533|441431,441449,AAG,CGACGA	0;2;102;230;207;404;250;0;0;316;0	0.000;1.001;102.000;167.212;147.795;240.094;143.540;0.000;0.000	316	16.239	0	0.000	0.000	0.625	6	801.642
YBL072C|Spar_2;84311;84305|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YHR183W|chrVIII;470882;470959|470909,470960,ATG	115;474;100;0;0;0;1;0;0;423;0	64.398;237.251;100.000;0.000;0.000;0.000;0.574;0.000;0.000	423	21.737	0	0.000	0.000	0.128	4	402.223
YMR157C|chrXIII;572055;572044|WT	0;0;0;0;1;0;0;0;0;11;0	0.000;0.000;0.000;0.000;0.714;0.000;0.000;0.000;0.000	11	0.565	0	0.000	0.000	0.645	1	0.714
YBL069W|chrII;90668;90740|90712,90740,AAG,CGACGA	7;13;3;29;142;3155;1919;655;130;1358;483	3.920;6.507;3.000;21.083;101.386;1874.990;1101.813;391.884;88.570	1358	69.785	483	49.692	0.712	0.802	9	3593.153
YMR245W|chrXIII;758480;758562|WT	4783;3281;35;81;21;6;553;4;4;4020;1736	2678.388;1642.240;35.000;58.888;14.994;3.566;317.511;2.393;2.725	4020	206.580	1736	178.604	0.865	0.108	9	4755.705
YGL161C|chrVII;200251;200142|WT	16;7;2;122;992;4229;1694;609;177;3316;1550	8.960;3.504;2.000;88.695;708.276;2513.260;972.627;364.362;120.592	3316	170.403	1550	159.468	0.936	0.766	9	4782.276
YKL196C|chrXI;75581;75534|WT	3;1;0;0;9;73;418;176;44;257;678	1.680;0.501;0.000;0.000;6.426;43.383;239.999;105.300;29.978	257	13.207	678	69.755	5.282	0.884	7	427.267
YIR029W|chrIX;410713;410806|410744,AAG	3771;916;1;103;2;2;2;2;1;1600;602	2111.687;458.486;1.000;74.882;1.428;1.189;1.148;1.197;0.681	1600	82.221	602	61.935	0.753	0.042	9	2651.698
YLR134W|Spar_12;393973;394016|WT	1;0;0;1;0;0;10;22;63;38;66	0.560;0.000;0.000;0.727;0.000;0.000;5.742;13.163;42.923	38	1.953	66	6.790	3.477	0.959	5	63.115
YLR126C|chrXII;395599;395520|395578,395569,AAG	0;0;0;0;0;0;305;17;102;29;0	0.000;0.000;0.000;0.000;0.000;0.000;175.119;10.171;69.494	29	1.490	0	0.000	0.000	0.914	3	254.784
YML023C|chrXIII;228708;228664|228690,228666,AAG,CGACGA	2;1;7;18;278;46;32;0;1;168;165	1.120;0.501;7.000;13.086;198.489;27.337;18.373;0.000;0.681	168	8.633	165	16.976	1.966	0.644	8	266.587
YOR329C|chrXV;939433;939349|939362,AAG	15;15;59;14;10;2003;5950;3510;1039;3798;7307	8.400;7.508;59.000;10.178;7.140;1190.366;3416.253;2100.017;707.883	3798	195.172	7307	751.764	3.852	0.884	9	7506.745
YHR018C|chrVIII;141457;141402|WT	0;0;0;1;0;11;55;298;457;203;289	0.000;0.000;0.000;0.727;0.000;6.537;31.579;178.292;311.359	203	10.432	289	29.733	2.850	0.978	5	528.494
YDR211W|chrIV;884703;884726|WT	0;0;0;0;0;1;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.594;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.732	1	0.594
YNL306W|Spar_14;45504;45533|WT	0;0;0;5;41;70;56;1;0;18;0	0.000;0.000;0.000;3.635;29.273;41.600;32.153;0.598;0.000	18	0.925	0	0.000	0.000	0.744	5	107.259
YOR266W|chrXV;820936;821022|821012,AAG	2;0;1;0;755;303;179;24;6;220;485	1.120;0.000;1.000;0.000;539.061;180.070;102.775;14.359;4.088	220	11.305	485	49.898	4.414	0.697	7	842.473
YDL236W|chrIV;32258;32295|WT	0;0;0;1;0;0;38;7;17;50;21	0.000;0.000;0.000;0.727;0.000;0.000;21.818;4.188;11.582	50	2.569	21	2.161	0.841	0.915	4	38.315
YLR384C|Spar_12;847525;847477|WT	0;0;0;17;56;0;0;0;0;36;0	0.000;0.000;0.000;12.359;39.983;0.000;0.000;0.000;0.000	36	1.850	0	0.000	0.000	0.597	2	52.342
YOR219C|Spar_15;695501;695452|WT	0;0;0;5;55;46;0;0;0;43;0	0.000;0.000;0.000;3.635;39.269;27.337;0.000;0.000;0.000	43	2.210	0	0.000	0.000	0.668	3	70.241
YBR239C|chrII;700092;699943|699956,AAG	0;419;72;1;0;0;1;0;0;206;0	0.000;209.722;72.000;0.727;0.000;0.000;0.574;0.000;0.000	206	10.586	0	0.000	0.000	0.143	4	283.023
YER159C|chrV;492135;491958|492014,491990,ATG	0;0;0;1;0;0;0;0;0;52;0	0.000;0.000;0.000;0.727;0.000;0.000;0.000;0.000;0.000	52	2.672	0	0.000	0.000	0.449	1	0.727
YJL001W|chrX;435112;435162|WT	1;0;0;0;1;0;75;159;282;150;135	0.560;0.000;0.000;0.000;0.714;0.000;43.062;95.129;192.130	150	7.708	135	13.889	1.802	0.972	5	331.595
YLR425W|chrXII;982826;982893|982873,982948,WT,CGACGA	0;0;0;1;1;1;184;232;272;219;0	0.000;0.000;0.000;0.727;0.714;0.594;105.645;138.805;185.317	219	11.254	0	0.000	0.000	0.958	6	431.802
YHR191C|chrVIII;486667;486631|WT	0;0;3;70;5;2;0;1;0;27;0	0.000;0.000;3.000;50.891;3.570;1.189;0.000;0.598;0.000	27	1.387	0	0.000	0.000	0.469	5	59.248
YHR032W-A|chrVIII;175154;175194|175176,AAG	1;0;57;46;43;0;0;0;0;114;90	0.560;0.000;57.000;33.442;30.701;0.000;0.000;0.000;0.000	114	5.858	90	9.259	1.581	0.420	4	121.703
YGL254W|Spar_7;24271;24401|24361,AAG	0;1;63;1;0;1;0;0;0;321;0	0.000;0.501;63.000;0.727;0.000;0.594;0.000;0.000;0.000	321	16.496	0	0.000	0.000	0.296	4	64.822
YER094C|chrV;349436;349346|349389,349380,ATG	819;0;0;1;2;0;1;0;0;516;123	458.624;0.000;0.000;0.727;1.428;0.000;0.574;0.000;0.000	516	26.516	123	12.655	0.477	0.020	4	461.353
YJR033C|Spar_10;471049;471001|WT	0;1;1;10;27;0;139;365;241;246;0	0.000;0.501;1.000;7.270;19.278;0.000;79.808;218.378;164.196	246	12.641	0	0.000	0.000	0.939	7	490.431
YEL026W|chrV;101852;101942|101901,101928,AAG,CGACGA	0;0;0;0;0;1;572;0;0;98;0	0.000;0.000;0.000;0.000;0.000;0.594;328.420;0.000;0.000	98	5.036	0	0.000	0.000	0.876	2	329.014
YIL026C|Spar_9;283155;283120|WT	0;0;0;0;0;90;2;18;0;29;56	0.000;0.000;0.000;0.000;0.000;53.486;1.148;10.769;0.000	29	1.490	56	5.761	3.866	0.775	3	65.403
YJL154C|Spar_10;125949;125864|125949,AAG	0;0;23;0;2;976;193;529;122;334;1297	0.000;0.000;23.000;0.000;1.428;580.029;110.813;316.498;83.120	334	17.164	1297	133.439	7.774	0.824	6	1114.888
YMR182W-A|Spar_13;609197;609317|609299,AAG	0;3;0;0;0;0;0;0;0;26;0	0.000;1.502;0.000;0.000;0.000;0.000;0.000;0.000;0.000	26	1.336	0	0.000	0.000	0.087	1	1.502
YBR052C|chrII;339413;339352|339382,339355,AAG,CGACGA	4;4;152;1209;604;197;59;0;3;1036;538	2.240;2.002;152.000;878.956;431.249;117.075;33.875;0.000;2.044	1036	53.238	538	55.351	1.040	0.515	8	1619.441
YJL174W|chrX;94976;95091|95016,95088,AAG	15;7;30;173;10;1477;5309;4920;2169;4855;232	8.400;3.504;30.000;125.773;7.140;877.769;3048.216;2943.614;1477.765	4855	249.490	232	23.869	0.096	0.906	9	8522.181
YNL286W|Spar_14;82590;82724|WT	5;248;1090;1860;49;3;0;0;4;1927;1076	2.800;124.132;1090.000;1352.240;34.985;1.783;0.000;0.000;2.725	1927	99.025	1076	110.702	1.118	0.368	7	2608.665
YHR183W|chrVIII;470882;470959|470912,470959,WT,CGACGA	1;0;0;0;1;1;488;439;233;220;43	0.560;0.000;0.000;0.000;0.714;0.594;280.190;262.652;158.746	220	11.305	43	4.424	0.391	0.938	6	703.456
YBL006W-A|chrII;216601;216710|WT	13881;3924;172;35;9;9;17;4;3;7149;148	7773.092;1964.081;172.000;25.445;6.426;5.349;9.761;2.393;2.044	7149	367.374	148	15.227	0.041	0.037	9	9960.591
YOL114C|Spar_15;93529;93433|WT	2973;7920;201;31;8;9;11;0;2;4100;0	1664.823;3964.200;201.000;22.537;5.712;5.349;6.316;0.000;1.363	4100	210.691	0	0.000	0.000	0.077	8	5871.3
YOR216C|chrXV;748997;748979|WT	0;0;0;0;11;0;0;0;0;0;0	0.000;0.000;0.000;0.000;7.854;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.645	1	7.854
YML009C-A|chrXIII;251168;251001|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YJL124C|chrX;187789;187644|187705,187681,WT,CGACGA	148;233;0;0;2;230;1;1;0;518;0	82.877;116.624;0.000;0.000;1.428;136.687;0.574;0.598;0.000	518	26.619	0	0.000	0.000	0.337	6	338.788
YLR321C|chrXII;777875;777864|WT	0;0;0;0;0;17;12;5;20;7;0	0.000;0.000;0.000;0.000;0.000;10.103;6.890;2.991;13.626	7	0.360	0	0.000	0.000	0.889	4	33.61
YGL186C|chrVII;152808;152776|WT	0;0;0;4;28;28;34;30;0;6;23	0.000;0.000;0.000;2.908;19.992;16.640;19.521;17.949;0.000	6	0.308	23	2.366	7.682	0.791	5	77.01
YMR230W|chrXIII;732406;732413|WT	0;0;0;0;0;0;0;0;0;3;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	3	0.154	0	0.000	0.000	TooLow	0	0
YDR518W|Spar_4;1456607;1456659|WT	0;1;15;12;52;691;215;95;49;321;0	0.000;0.501;15.000;8.724;37.127;410.656;123.444;56.838;33.384	321	16.496	0	0.000	0.000	0.771	8	685.674
YLR340W|chrXII;805826;805886|805848,805863,WT,CGACGA	2;1;0;0;0;48;141;251;814;239;0	1.120;0.501;0.000;0.000;0.000;28.526;80.957;150.172;554.588	239	12.282	0	0.000	0.000	0.969	6	815.864
YDR021W|Spar_4;494199;494278|WT	3;1;0;1;425;1;216;0;0;206;213	1.680;0.501;0.000;0.727;303.445;0.594;124.019;0.000;0.000	206	10.586	213	21.914	2.070	0.707	6	430.966
YMR234W|chrXIII;740192;740265|740233,740263,ATG	3;319;1263;236;0;3;0;2;2;1239;1219	1.680;159.669;1263.000;171.574;0.000;1.783;0.000;1.197;1.363	1239	63.670	1219	125.414	1.970	0.289	7	1600.266
YGR144W|chrVII;780225;780398|780242,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YNL211C|Spar_14;234048;234025|234048,AAG	1;0;0;0;10;8;82;4;11;43;0	0.560;0.000;0.000;0.000;7.140;4.754;47.081;2.393;7.494	43	2.210	0	0.000	0.000	0.847	6	69.422
YNL237W|Spar_14;188720;188798|WT	462;1904;3;203;3;0;0;324;0;1011;109	258.711;953.010;3.000;147.583;2.142;0.000;0.000;193.848;0.000	1011	51.953	109	11.214	0.216	0.221	6	1558.294
YLR006C|chrXII;164068;163893|164042,163895,WT,CGACGA	0;0;10;40;0;0;0;25;0;319;191	0.000;0.000;10.000;29.080;0.000;0.000;0.000;14.957;0.000	319	16.393	191	19.651	1.199	0.558	3	54.037
YPL170W|chrXVI;228275;228313|WT	0;0;0;0;0;28;46;7;0;13;0	0.000;0.000;0.000;0.000;0.000;16.640;26.411;4.188;0.000	13	0.668	0	0.000	0.000	0.836	3	47.239
YBL046W|chrII;132415;132423|WT	0;1;0;0;0;1;0;13;1;14;1	0.000;0.501;0.000;0.000;0.000;0.594;0.000;7.778;0.681	14	0.719	1	0.103	0.143	0.872	4	9.554
YLR158C|chrXII;483649;483637|WT	0;0;0;0;4;13;7;4;0;20;34	0.000;0.000;0.000;0.000;2.856;7.726;4.019;2.393;0.000	20	1.028	34	3.498	3.403	0.794	4	16.994
YJL104W|Spar_10;216200;216245|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR127C|Spar_12;381658;381600|381626,AAG	7;1;0;1;5;361;1163;610;245;510;455	3.920;0.501;0.000;0.727;3.570;214.539;667.748;364.960;166.921	510	26.208	455	46.812	1.786	0.890	8	1422.886
YJL071W|chrX;306086;306131|WT	0;0;0;26;109;187;147;36;3;124;0	0.000;0.000;0.000;18.902;77.825;111.133;84.402;21.539;2.044	124	6.372	0	0.000	0.000	0.751	6	315.845
YPR155C|Spar_16;849552;849485|WT	3;2;0;27;565;529;44;10;0;649;1054	1.680;1.001;0.000;19.629;403.403;314.380;25.263;5.983;0.000	649	33.351	1054	108.438	3.251	0.682	7	771.339
YJL124C|chrX;187810;187644|187705,187681,ATG	1;65;0;0;0;0;0;0;0;192;0	0.560;32.534;0.000;0.000;0.000;0.000;0.000;0.000;0.000	192	9.867	0	0.000	0.000	0.085	2	33.094
YGL067W|Spar_7;374470;374551|WT	10;15;57;179;1108;4853;3568;1015;51;3273;3591	5.600;7.508;57.000;130.135;791.098;2884.098;2048.603;607.270;34.747	3273	168.193	3591	369.452	2.197	0.779	9	6566.059
YBR153W|Spar_2;519921;519996|WT	0;0;0;0;0;0;1;7;0;71;0	0.000;0.000;0.000;0.000;0.000;0.000;0.574;4.188;0.000	71	3.649	0	0.000	0.000	0.955	2	4.762
YBR123C|chrII;486730;486691|WT	0;0;1;0;0;0;96;65;17;46;0	0.000;0.000;1.000;0.000;0.000;0.000;55.119;38.889;11.582	46	2.364	0	0.000	0.000	0.913	4	106.59
YML068W|Spar_13;137255;137363|137288,AAG	5528;5031;29;5;32;93;7;4;2;3679;567	3095.573;2518.168;29.000;3.635;22.848;55.269;4.019;2.393;1.363	3679	189.057	567	58.335	0.309	0.059	9	5732.268
YOR097C|chrXV;507539;507505|WT	0;0;0;0;0;15;22;0;0;18;37	0.000;0.000;0.000;0.000;0.000;8.914;12.632;0.000;0.000	18	0.925	37	3.807	4.116	0.818	2	21.546
YDL133W|chrIV;222291;222426|222371,222395,WT,CGACGA	628;147;0;0;1;0;1;0;0;411;0	351.668;73.578;0.000;0.000;0.714;0.000;0.574;0.000;0.000	411	21.121	0	0.000	0.000	0.031	4	426.534
YCR027C|chrIII;168131;167999|168099,168003,AAG	6;6;2;542;3660;621;253;24;34;2743;246	3.360;3.003;2.000;394.040;2613.195;369.055;145.263;14.359;23.165	2743	140.958	246	25.309	0.180	0.644	9	3567.44
YLR021W|chrXII;183613;183622|WT	0;0;0;0;0;0;39;16;0;18;0	0.000;0.000;0.000;0.000;0.000;0.000;22.392;9.573;0.000	18	0.925	0	0.000	0.000	0.905	2	31.965
YOL127W|chrXV;80326;80347|WT	0;0;0;0;0;0;0;0;1;8;17	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.681	8	0.411	17	1.749	4.255	1.000	1	0.681
YNL159C|chrXIV;339368;339347|WT	0;0;0;0;0;0;0;17;0;24;27	0.000;0.000;0.000;0.000;0.000;0.000;0.000;10.171;0.000	24	1.233	27	2.778	2.253	0.971	1	10.171
YKL132C|chrXI;194949;194866|WT	11;32;1;37;1743;1981;1607;489;250;2066;1084	6.160;16.017;1.000;26.899;1244.480;1177.292;922.675;292.567;170.328	2066	106.168	1084	111.525	1.050	0.762	9	3857.418
YMR172W|chrXIII;605862;605980|605967,AAG	645;99;38;6;2;0;1;0;0;944;191	361.188;49.553;38.000;4.362;1.428;0.000;0.574;0.000;0.000	944	48.510	191	19.651	0.405	0.055	6	455.105
YDL051W|Spar_4;369103;369126|WT	0;0;0;0;0;0;0;3;8;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.795;5.450	1	0.051	0	0.000	0.000	0.993	2	7.245
YPR005C|Spar_16;585724;585652|WT	6;2;1;33;286;1265;453;184;88;822;663	3.360;1.001;1.000;23.991;204.200;751.779;260.095;110.086;59.955	822	42.241	663	68.211	1.615	0.768	9	1415.467
YGL136C|Spar_7;253382;253239|253325,AAG	1498;517;0;0;1;1;1;0;0;1600;0	838.851;258.774;0.000;0.000;0.714;0.594;0.574;0.000;0.000	1600	82.221	0	0.000	0.000	0.034	5	1099.507
YOR256C|Spar_15;751418;751264|WT	1;155;79;0;0;0;0;0;0;83;0	0.560;77.582;79.000;0.000;0.000;0.000;0.000;0.000;0.000	83	4.265	0	0.000	0.000	0.189	3	157.142
YJL031C|chrX;387499;387438|WT	2;2;0;0;86;457;263;258;62;377;0	1.120;1.001;0.000;0.000;61.403;271.591;151.004;154.360;42.241	377	19.373	0	0.000	0.000	0.823	7	682.72
YDR519W|chrIV;1480379;1480424|WT	0;1;0;2;202;88;39;2;0;104;94	0.000;0.501;0.000;1.454;144.226;52.298;22.392;1.197;0.000	104	5.344	94	9.671	1.810	0.688	6	222.068
YNL169C|chrXIV;317793;317671|WT	14;5;37;845;2789;2163;222;199;1;4579;969	7.840;2.503;37.000;614.324;1991.312;1285.453;127.464;119.061;0.681	4579	235.306	969	99.693	0.424	0.655	9	4185.638
YJR021C|chrX;469644;469579|WT	1;0;3;3;0;358;534;1214;576;761;1365	0.560;0.000;3.000;2.181;0.000;212.756;306.602;726.331;392.435	761	39.106	1365	140.435	3.591	0.926	7	1643.865
YLR333C|chrXII;796367;796335|WT	0;1;0;0;0;0;94;12;5;14;133	0.000;0.501;0.000;0.000;0.000;0.000;53.971;7.180;3.407	14	0.719	133	13.683	19.031	0.884	4	65.059
YPR083W|Spar_16;721244;721265|WT	0;1;0;0;0;19;22;0;0;23;8	0.000;0.501;0.000;0.000;0.000;11.292;12.632;0.000;0.000	23	1.182	8	0.823	0.696	0.780	3	24.425
YGL163C|Spar_7;196472;196363|WT	1;2;0;1;2;395;2532;725;844;842;355	0.560;1.001;0.000;0.727;1.428;234.745;1453.773;433.764;575.027	842	43.269	355	36.523	0.844	0.904	8	2701.025
YJL005W|chrX;425012;425156|425045,425084,AAG,CGACGA	2;1;41;514;802;1212;146;83;0;1469;1	1.120;0.501;41.000;373.683;572.618;720.282;83.827;49.659;0.000	1469	75.489	1	0.103	0.001	0.650	8	1842.69
YNL163C|chrXIV;330138;330073|WT	0;0;0;0;0;269;301;33;149;66;323	0.000;0.000;0.000;0.000;0.000;159.864;172.822;19.744;101.515	66	3.392	323	33.231	9.797	0.858	4	453.945
YIR015W|chrIX;381937;381947|WT	0;0;0;0;0;0;0;0;6;10;33	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.088	10	0.514	33	3.395	6.605	1.000	1	4.088
YHR088W|chrVIII;281467;281494|WT	0;0;0;0;0;63;0;12;0;7;0	0.000;0.000;0.000;0.000;0.000;37.440;0.000;7.180;0.000	7	0.360	0	0.000	0.000	0.773	2	44.62
YER091C|chrV;342237;342167|342222,342207,AAG,CGACGA	3;1;2;1;43;87;923;342;155;217;0	1.680;0.501;2.000;0.727;30.701;51.703;529.950;204.617;105.603	217	11.151	0	0.000	0.000	0.891	9	927.482
YGR235C|Spar_7;927395;927339|WT	0;3;1;0;17;57;461;624;307;240;48	0.000;1.502;1.000;0.000;12.138;33.875;264.688;373.336;209.163	240	12.333	48	4.938	0.400	0.933	7	895.702
YDL138W|chrIV;213245;213350|213324,213354,AAG	1;0;494;559;0;76;66;0;0;1244;149	0.560;0.000;494.000;406.399;0.000;45.166;37.895;0.000;0.000	1244	63.927	149	15.330	0.240	0.399	5	984.02
YLR220W|chrXII;576671;576824|576771,576837,AAG	0;0;0;0;0;0;0;0;0;73;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	73	3.751	0	0.000	0.000	TooLow	0	0
YIL109C|chrIX;160252;160165|160207,160192,AAG	10;4;61;571;3262;945;743;54;0;1893;0	5.600;2.002;61.000;415.123;2329.028;561.606;426.601;32.308;0.000	1893	97.278	0	0.000	0.000	0.658	8	3833.268
YGR149W|chrVII;788924;789030|WT	4;4;2;1090;1271;1051;6;0;0;2082;263	2.240;2.002;2.000;792.442;907.478;624.601;3.445;0.000;0.000	2082	106.990	263	27.058	0.253	0.600	7	2334.208
YOL141W|Spar_15;45684;45700|WT	0;0;0;0;7;16;0;0;0;15;47	0.000;0.000;0.000;0.000;4.998;9.509;0.000;0.000;0.000	15	0.771	47	4.835	6.271	0.703	2	14.507
YJR155W|chrX;727345;727404|727373,AAG	20;0;695;195;2;1;4;2;0;637;1077	11.200;0.000;695.000;141.767;1.428;0.594;2.297;1.197;0.000	637	32.734	1077	110.805	3.385	0.317	7	853.483
YGL098W|chrVII;317297;317341|WT	1;1;0;0;24;15;229;39;33;77;266	0.560;0.501;0.000;0.000;17.136;8.914;131.483;23.334;22.483	77	3.957	266	27.367	6.916	0.867	7	204.411
YGR207C|chrVII;911635;911628|WT	1;0;0;0;0;2;0;9;17;23;0	0.560;0.000;0.000;0.000;0.000;1.189;0.000;5.385;11.582	23	1.182	0	0.000	0.000	0.919	4	18.716
YPR107C|chrXVI;742148;742064|742069,AAG	2;1;0;1;2;157;852;455;105;423;1	1.120;0.501;0.000;0.727;1.428;93.304;489.184;272.224;71.538	423	21.737	1	0.103	0.005	0.896	8	930.026
YHR210C|chrVIII;521889;521737|521841,AAG	462;1;0;0;0;0;0;0;0;953;153	258.711;0.501;0.000;0.000;0.000;0.000;0.000;0.000;0.000	953	48.973	153	15.741	0.321	0.015	2	259.212
YOR102W|chrXV;516318;516422|WT	6711;717;64;182;8;6;2;1;0;3326;1537	3758.030;358.880;64.000;132.316;5.712;3.566;1.148;0.598;0.000	3326	170.917	1537	158.131	0.925	0.040	8	4324.25
YMR076C|chrXIII;420108;420029|WT	7;1;0;144;466;1518;1328;724;115;808;387	3.920;0.501;0.000;104.690;332.718;902.135;762.485;433.166;78.351	808	41.522	387	39.816	0.959	0.798	8	2617.966
YPR075C|chrXVI;696869;696819|696848,696833,WT,CGACGA	0;0;0;0;1;157;228;100;29;66;0	0.000;0.000;0.000;0.000;0.714;93.304;130.909;59.830;19.758	66	3.392	0	0.000	0.000	0.858	5	304.515
YAL019W|chrI;114831;114918|WT	2;3;0;1;0;393;636;537;1099;443;167	1.120;1.502;0.000;0.727;0.000;233.557;365.166;321.285;748.761	443	22.765	167	17.181	0.755	0.928	7	1672.118
YGL037C|Spar_7;424013;423934|WT	0;0;0;0;0;0;0;0;99;19;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;67.450	19	0.976	0	0.000	0.000	1.000	1	67.45
YER138W-A|chrV;449319;449473|WT	0;0;0;0;0;0;0;1;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.598;0.000	0	0.000	0	0.000	LowReads	0.971	1	0.598
