Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YDL211C|Spar_4;86130;86088|WT	1;0;0;2;201;13;0;0;0;145;313	0.546;0.000;0.000;1.041;85.756;8.737;0.000;0.000;0.000	145	8.091	313	22.030	2.723	0.584	4	96.08
YKL025C|chrXI;392299;392279|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGL039W|chrVII;423833;423960|423907,423949,ATG	1;66;169;2;0;0;0;0;1;305;0	0.546;66.000;113.188;1.041;0.000;0.000;0.000;0.000;0.444	305	17.019	0	0.000	0.000	0.209	5	181.219
YLR203C|chrXII;552062;551960|WT	1;1;15;345;2156;381;37;0;1;408;207	0.546;1.000;10.046;179.615;919.847;256.071;23.405;0.000;0.444	408	22.767	207	14.569	0.640	0.586	8	1390.974
YOR384W|chrXV;1061469;1061563|1061490,AAG	4801;314;84;0;92;5;3;2;4;1972;498	2621.709;314.000;56.259;0.000;39.251;3.361;1.898;1.997;1.778	1972	110.038	498	35.051	0.319	0.040	8	3040.253
YDR524C-B|chrIV;1489843;1489798|WT	1;0;0;0;12;111;97;18;20;83;96	0.546;0.000;0.000;0.000;5.120;74.603;61.358;17.977;8.889	83	4.631	96	6.757	1.459	0.811	6	168.493
YOR222W|chrXV;758301;758329|WT	0;0;0;0;0;2;70;17;33;15;173	0.000;0.000;0.000;0.000;0.000;1.344;44.279;16.978;14.666	15	0.837	173	12.176	14.547	0.921	4	77.267
YMR237W|Spar_13;691321;691405|WT	1;0;47;1;696;231;228;0;0;128;134	0.546;0.000;31.478;0.521;296.945;155.255;144.224;0.000;0.000	128	7.142	134	9.431	1.320	0.669	6	628.969
YCL026C-A|chrIII;75304;75285|WT	0;0;1;0;0;45;0;0;5;17;19	0.000;0.000;0.670;0.000;0.000;30.245;0.000;0.000;2.222	17	0.949	19	1.337	1.409	0.728	3	33.137
YOL101C|chrXV;127948;127920|WT	0;0;0;1;0;4;4;35;23;37;0	0.000;0.000;0.000;0.521;0.000;2.688;2.530;34.956;10.222	37	2.065	0	0.000	0.000	0.937	5	50.917
YLR337C|Spar_12;759189;759124|WT	2;1;3;2;368;705;525;74;12;604;2229	1.092;1.000;2.009;1.041;157.005;473.832;332.094;73.906;5.333	604	33.703	2229	156.886	4.655	0.765	9	1047.312
YMR123W|chrXIII;513533;513592|WT	0;1;6;24;87;41;0;0;0;59;0	0.000;1.000;4.019;12.495;37.118;27.556;0.000;0.000;0.000	59	3.292	0	0.000	0.000	0.570	5	82.188
YBL027W|Spar_2;148630;148654|WT	0;0;0;0;0;0;3;0;0;9;37	0.000;0.000;0.000;0.000;0.000;0.000;1.898;0.000;0.000	9	0.502	37	2.604	5.187	0.890	1	1.898
YJL109C|Spar_10;206246;206197|WT	1;0;5;68;397;365;99;15;0;308;811	0.546;0.000;3.349;35.402;169.378;245.317;62.623;14.981;0.000	308	17.187	811	57.081	3.321	0.675	7	531.596
YEL034C-A|chrV;86374;86215|86223,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR457W|chrIV;1369675;1369789|1369740,1369755,WT,CGACGA	290;221;0;1;0;707;414;0;44;747;903	158.362;221.000;0.000;0.521;0.000;475.176;261.880;0.000;19.555	747	41.683	903	63.557	1.525	0.539	6	1136.494
YHR127W|Spar_8;339653;339713|WT	0;2;0;0;13;224;53;0;0;20;154	0.000;2.000;0.000;0.000;5.546;150.551;33.526;0.000;0.000	20	1.116	154	10.839	9.712	0.733	4	191.623
YGR028W|Spar_7;532792;532833|WT	0;0;0;0;0;8;22;25;0;46;66	0.000;0.000;0.000;0.000;0.000;5.377;13.916;24.968;0.000	46	2.567	66	4.645	1.810	0.903	3	44.261
YML086C|chrXIII;97500;97371|97388,97371,WT,CGACGA	0;0;1;1;0;195;1;0;0;209;305	0.000;0.000;0.670;0.521;0.000;131.060;0.633;0.000;0.000	209	11.662	305	21.467	1.841	0.712	4	132.884
YOR118W|chrXV;546697;546856|546804,546822,AAG	0;1;39;908;1537;510;1;0;0;798;0	0.000;1.000;26.120;472.725;655.754;342.772;0.633;0.000;0.000	798	44.529	0	0.000	0.000	0.553	6	1499.004
YNL261W|chrXIV;155090;155099|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPL241C|Spar_16;121040;120905|120936,AAG	7;3;107;995;2237;3122;2941;386;20;3002;632	3.823;3.000;71.664;518.019;954.405;2098.301;1860.358;385.509;8.889	3002	167.513	632	44.483	0.266	0.732	9	5903.968
YDL003W|chrIV;444578;444682|WT	4;0;5;2;2;1;1744;566;324;816;736	2.184;0.000;3.349;1.041;0.853;0.672;1103.184;565.281;143.994	816	45.533	736	51.803	1.138	0.915	8	1820.558
YMR080C|Spar_13;408779;408692|WT	125;4;191;1219;4315;1664;205;0;0;2353;1626	68.259;4.000;127.923;634.638;1840.974;1118.377;129.675;0.000;0.000	2353	131.298	1626	114.444	0.872	0.582	7	3923.846
YOR343C|chrXV;968644;968474|968504,AAG	1719;3;0;44;3;1;0;9;0;1330;671	938.704;3.000;0.000;22.907;1.280;0.672;0.000;8.989;0.000	1330	74.214	671	47.228	0.636	0.039	6	975.552
YPR023C|Spar_16;624547;624507|WT	0;0;0;0;24;66;202;13;22;81;137	0.000;0.000;0.000;0.000;10.239;44.359;127.777;12.983;9.777	81	4.520	137	9.643	2.133	0.845	5	205.135
YCR076C|Spar_3;234301;234296|WT	0;0;0;0;0;2;0;4;4;5;25	0.000;0.000;0.000;0.000;0.000;1.344;0.000;3.995;1.778	5	0.279	25	1.760	6.308	0.906	3	7.117
YDR109C|Spar_4;667804;667636|667773,AAG	2996;0;77;49;1;0;4;0;1;799;93	1636.043;0.000;51.571;25.510;0.427;0.000;2.530;0.000;0.444	799	44.584	93	6.546	0.147	0.036	6	1716.525
YNL118C|chrXIV;405580;405564|WT	0;0;0;5;45;5;0;7;0;33;189	0.000;0.000;0.000;2.603;19.199;3.361;0.000;6.991;0.000	33	1.841	189	13.303	7.226	0.659	4	32.154
YKL138C|Spar_11;196336;196215|196336,AAG	9;2;27;1379;5277;2989;277;49;3;2689;1237	4.915;2.000;18.083;717.938;2251.406;2008.912;175.219;48.938;1.333	2689	150.047	1237	87.065	0.580	0.622	9	5228.744
YER091C|chrV;342237;342167|WT	2;0;0;1;0;0;39;116;37;105;526	1.092;0.000;0.000;0.521;0.000;0.000;24.670;115.853;16.444	105	5.859	526	37.022	6.319	0.935	5	158.58
YKL218C|Spar_11;21825;21782|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGR267C|Spar_7;991035;990862|WT	0;1;37;2674;903;321;2;0;1;1292;109	0.000;1.000;24.781;1392.143;385.261;215.745;1.265;0.000;0.444	1292	72.094	109	7.672	0.106	0.476	7	2020.639
YCR005C|chrIII;122388;122328|122357,122348,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDL055C|chrIV;356908;356759|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBL011W|chrII;203466;203537|WT	0;0;0;0;0;145;40;0;0;54;0	0.000;0.000;0.000;0.000;0.000;97.455;25.302;0.000;0.000	54	3.013	0	0.000	0.000	0.753	2	122.757
YLL050C|Spar_12;27462;27435|WT	38;4;0;1;0;0;0;0;0;50;94	20.751;4.000;0.000;0.521;0.000;0.000;0.000;0.000;0.000	50	2.790	94	6.616	2.371	0.045	3	25.272
YBL021C|chrII;182114;182094|WT	0;0;0;0;0;50;6;6;0;28;25	0.000;0.000;0.000;0.000;0.000;33.605;3.795;5.992;0.000	28	1.562	25	1.760	1.127	0.765	3	43.392
YDL201W|Spar_4;105167;105233|WT	0;1;0;0;76;249;267;130;127;359;1647	0.000;1.000;0.000;0.000;32.425;167.353;168.893;129.835;56.442	359	20.032	1647	115.922	5.787	0.843	6	555.948
YDR192C|chrIV;844906;844861|WT	0;0;0;70;238;28;0;0;0;114;511	0.000;0.000;0.000;36.444;101.542;18.819;0.000;0.000;0.000	114	6.361	511	35.966	5.654	0.558	3	156.805
YER015W|chrV;184459;184540|WT	3853;1762;15;2;4;5;3;0;2;2697;719	2104.029;1762.000;10.046;1.041;1.707;3.361;1.898;0.000;0.889	2697	150.494	719	50.606	0.336	0.048	8	3884.971
YNL219C|chrXIV;237809;237663|WT	1;1;0;1;956;1113;56;0;0;598;484	0.546;1.000;0.000;0.521;407.873;748.049;35.423;0.000;0.000	598	33.369	484	34.066	1.021	0.673	6	1193.412
YDL085C-A|Spar_4;307552;307510|WT	1;0;0;21;218;51;12;0;0;41;277	0.546;0.000;0.000;10.933;93.009;34.277;7.591;0.000;0.000	41	2.288	277	19.496	8.521	0.613	5	146.356
YJL199C|Spar_10;51640;51519|WT	12734;679;375;72;62;5;11;3;3;6839;985	6953.727;679.000;251.158;37.485;26.452;3.361;6.958;2.996;1.333	6839	381.619	985	69.328	0.182	0.038	9	7962.47
YBR018C|chrII;275648;275527|275562,AAG	67;0;0;0;1;0;0;0;0;75;0	36.587;0.000;0.000;0.000;0.427;0.000;0.000;0.000;0.000	75	4.185	0	0.000	0.000	0.034	2	37.014
YHL010C|chrVIII;83771;83721|WT	9;700;41;41;3;1;0;0;0;651;1246	4.915;700.000;27.460;21.346;1.280;0.672;0.000;0.000;0.000	651	36.326	1246	87.698	2.414	0.096	6	755.673
YNL317W|chrXIV;40607;40618|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOR337W|Spar_15;896104;896118|WT	0;0;0;0;73;12;21;0;0;28;34	0.000;0.000;0.000;0.000;31.145;8.065;13.284;0.000;0.000	28	1.562	34	2.393	1.532	0.682	3	52.494
YOL018C|chrXV;292142;292074|WT	1;0;85;836;1356;132;96;25;87;639;38	0.546;0.000;56.929;435.240;578.531;88.717;60.726;24.968;38.665	639	35.656	38	2.675	0.075	0.554	8	1284.322
YBR133C|Spar_2;477069;476938|WT	1;555;752;7;1;0;0;0;0;773;0	0.546;555.000;503.655;3.644;0.427;0.000;0.000;0.000;0.000	773	43.134	0	0.000	0.000	0.174	5	1063.272
YGL028C|chrVII;443065;442909|442937,442928,AAG	2;3;0;2;368;335;445;192;201;446;650	1.092;3.000;0.000;1.041;157.005;225.154;281.489;191.756;89.330	446	24.887	650	45.750	1.838	0.815	8	949.867
YKL018C-A|chrXI;403918;403879|WT	0;0;0;0;0;7;105;96;92;112;106	0.000;0.000;0.000;0.000;0.000;4.705;66.419;95.878;40.887	112	6.250	106	7.461	1.194	0.937	4	207.889
YDR037W|chrIV;525418;525439|WT	0;1;0;9;0;13;11;3;5;12;44	0.000;1.000;0.000;4.686;0.000;8.737;6.958;2.996;2.222	12	0.670	44	3.097	4.622	0.716	6	26.599
YIL134W|chrIX;97317;97394|97333,AAG	4;21;2;111;2589;1634;191;27;6;1723;1691	2.184;21.000;1.340;57.789;1104.584;1098.214;120.819;26.966;2.667	1723	96.144	1691	119.019	1.238	0.652	9	2435.563
YGL151W|Spar_7;216811;216848|WT	0;0;0;24;57;48;0;0;5;49;246	0.000;0.000;0.000;12.495;24.319;32.261;0.000;0.000;2.222	49	2.734	246	17.314	6.333	0.629	4	71.297
YHL003C|chrVIII;102017;101883|101931,101898,AAG	195;1;1;1;953;1721;1047;361;12;1550;1054	106.485;1.000;0.670;0.521;406.593;1156.687;662.290;360.541;5.333	1550	86.491	1054	74.185	0.858	0.743	9	2700.12
YDL206W|chrIV;90026;90175|WT	2;411;129;1;0;1;1;0;0;17;2	1.092;411.000;86.398;0.521;0.000;0.672;0.633;0.000;0.000	17	0.949	2	0.141	0.149	0.115	6	500.316
YMR092C|chrXIII;453511;453479|WT	0;0;0;1;0;0;53;12;41;28;1	0.000;0.000;0.000;0.521;0.000;0.000;33.526;11.985;18.221	28	1.562	1	0.070	0.045	0.926	4	64.253
YHR210C|chrVIII;521873;521737|521783,AAG	5411;322;1;3;4;3;7;2;2;1744;473	2954.815;322.000;0.670;1.562;1.707;2.016;4.428;1.997;0.889	1744	97.316	473	33.292	0.342	0.029	9	3290.084
YMR200W|chrXIII;664630;664751|WT	2;4;2;92;0;371;1042;551;2127;1471;1020	1.092;4.000;1.340;47.897;0.000;249.350;659.127;550.300;945.294	1471	82.082	1020	71.792	0.875	0.917	8	2458.4
YHR108W|Spar_8;305739;305777|WT	1;0;1;3;0;118;172;79;51;139;178	0.546;0.000;0.670;1.562;0.000;79.308;108.800;78.900;22.666	139	7.756	178	12.528	1.615	0.861	7	292.452
YLR067C|Spar_12;253139;253029|WT	85;69;3042;11768;4704;163;8;2;4;6147;4927	46.416;69.000;2037.393;6126.679;2006.939;109.553;5.060;1.997;1.778	6147	343.005	4927	346.781	1.011	0.418	9	10404.815
YGL090W|Spar_7;341789;341856|WT	3304;434;47;24;3;2;16;2;0;1911;1518	1804.234;434.000;31.478;12.495;1.280;1.344;10.121;1.997;0.000	1911	106.634	1518	106.843	1.002	0.042	8	2296.949
YKR062W|chrXI;559601;559665|559640,559665,ATG	612;875;50;15;1;5;2;0;2;974;0	334.198;875.000;33.488;7.809;0.427;3.361;1.265;0.000;0.889	974	54.350	0	0.000	0.000	0.074	8	1256.437
YJR110W|chrX;633488;633614|WT	1;1;1;973;1923;453;326;0;0;1037;497	0.546;1.000;0.670;506.565;820.439;304.462;206.215;0.000;0.000	1037	57.865	497	34.981	0.605	0.591	7	1839.897
YER110C|chrV;382215;382103|382143,382107,WT,CGACGA	3;2;293;1455;5414;192;19;2;2;2550;1140	1.638;2.000;196.238;757.505;2309.857;129.043;12.019;1.997;0.889	2550	142.291	1140	80.238	0.564	0.532	9	3411.186
YBR077C|chrII;392352;392293|WT	1;0;0;1;26;1;153;174;204;288;973	0.546;0.000;0.000;0.521;11.093;0.672;96.782;173.779;90.663	288	16.071	973	68.484	4.261	0.933	7	374.056
YLL042C|chrXII;52639;52590|WT	0;0;0;0;0;0;0;0;0;8;52	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	8	0.446	52	3.660	8.206	TooLow	0	0
YAL007C|chrI;138420;138345|138401,138377,AAG,CGACGA	4;4;15;64;2130;2344;567;27;91;1364;1599	2.184;4.000;10.046;33.320;908.754;1575.406;358.661;26.966;40.443	1364	76.112	1599	112.544	1.479	0.695	9	2959.78
YKL009W|chrXI;426205;426241|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR255C-A|Spar_2;707000;706982|WT	1;0;0;0;0;24;12;6;13;12;56	0.546;0.000;0.000;0.000;0.000;16.130;7.591;5.992;5.778	12	0.670	56	3.941	5.882	0.817	5	36.037
YLR279W|chrXII;704137;704308|704198,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YIL062C|Spar_9;221083;221045|WT	0;0;0;0;0;0;0;4;35;9;114	0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.995;15.555	9	0.502	114	8.024	15.984	0.991	2	19.55
YMR308C|chrXIII;892365;892221|892258,892231,AAG	3;1158;2694;34;4;1;1;1;54;2231;743	1.638;1158.000;1804.318;17.701;1.707;0.672;0.633;0.999;23.999	2231	124.491	743	52.295	0.420	0.208	9	3009.667
YLR211C|Spar_12;529848;529787|529795,AAG	1205;37;13;17;3;2;1;0;1;711;0	658.021;37.000;8.707;8.851;1.280;1.344;0.633;0.000;0.444	711	39.674	0	0.000	0.000	0.037	8	716.28
YLR030W|chrXII;203141;203289|203276,AAG	0;0;0;0;0;0;0;0;0;213;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	213	11.885	0	0.000	0.000	TooLow	0	0
YDR304C|Spar_4;1116821;1116791|WT	0;0;0;0;0;0;0;3;27;7;153	0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.996;11.999	7	0.391	153	10.769	27.542	0.991	2	14.995
YFL029C|Spar_6;112503;112465|112503,AAG	0;0;0;0;0;0;0;0;0;5;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	5	0.279	0	0.000	0.000	TooLow	0	0
YDL073W|chrIV;326432;326612|326563,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR233C|Spar_12;568249;568213|568229,AAG	31;0;0;0;0;0;0;0;0;0;0	16.928;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.019	1	16.928
YOL098C|Spar_15;120205;120141|WT	1;0;0;102;494;256;599;1;37;535;930	0.546;0.000;0.000;53.103;210.763;172.058;378.903;0.999;16.444	535	29.853	930	65.457	2.193	0.747	7	832.816
YOR191W|chrXV;692393;692474|WT	25;13;266;916;4464;774;422;80;4;2143;0	13.652;13.000;178.155;476.890;1904.544;520.207;266.940;79.898;1.778	2143	119.580	0	0.000	0.000	0.591	9	3455.064
YAL048C|chrI;54802;54789|WT	0;0;0;0;0;5;25;11;10;42;0	0.000;0.000;0.000;0.000;0.000;3.361;15.814;10.986;4.444	42	2.344	0	0.000	0.000	0.906	4	34.605
YDL188C|chrIV;125154;124998|WT	313;306;199;0;1;0;1;1;0;706;110	170.922;306.000;133.281;0.000;0.427;0.000;0.633;0.999;0.000	706	39.395	110	7.742	0.197	0.108	6	612.262
YML068W|Spar_13;137255;137363|137288,AAG	4557;1704;3;65;6;6;6;2;1;3191;511	2488.467;1704.000;2.009;33.840;2.560;4.033;3.795;1.997;0.444	3191	178.059	511	35.966	0.202	0.049	9	4241.145
YOR292C|chrXV;866626;866582|WT	0;0;0;1;0;90;0;0;0;25;28	0.000;0.000;0.000;0.521;0.000;60.489;0.000;0.000;0.000	25	1.395	28	1.971	1.413	0.711	2	61.01
YJL148W|chrX;140394;140436|WT	1;0;0;0;0;0;63;2;3;44;73	0.546;0.000;0.000;0.000;0.000;0.000;39.851;1.997;1.333	44	2.455	73	5.138	2.093	0.879	4	43.727
YMR267W|chrXIII;801681;801771|801742,801754,AAG	9;9;414;1187;5983;2365;79;62;0;3542;609	4.915;9.000;277.278;617.978;2552.618;1589.520;49.972;61.921;0.000	3542	197.645	609	42.864	0.217	0.592	8	5163.202
YKL222C|Spar_11;9586;9438|WT	2553;223;1;29;3;1;0;1;2;899;0	1394.131;223.000;0.670;15.098;1.280;0.672;0.000;0.999;0.889	899	50.165	0	0.000	0.000	0.034	8	1636.739
YGR258C|Spar_7;975997;975856|975929,AAG	176;391;0;9;2;1;0;0;0;176;91	96.109;391.000;0.000;4.686;0.853;0.672;0.000;0.000;0.000	176	9.821	91	6.405	0.652	0.072	5	493.32
YGL062W|Spar_7;383596;383637|WT	0;1;0;1;49;137;108;4;0;68;818	0.000;1.000;0.000;0.521;20.906;92.078;68.316;3.995;0.000	68	3.794	818	57.574	15.175	0.761	6	186.816
YJR098C|Spar_10;591457;591394|WT	2;58;1044;403;22;65;0;0;0;780;97	1.092;58.000;699.223;209.811;9.386;43.687;0.000;0.000;0.000	780	43.524	97	6.827	0.157	0.315	6	1021.199
YLR158C|chrXII;483649;483637|WT	0;0;0;0;0;0;0;1;0;16;49	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.999;0.000	16	0.893	49	3.449	3.862	0.955	1	0.999
YER110C|chrV;382228;382103|382143,382107,AAG,CGACGA	3;0;1;310;356;85;118;0;0;498;176	1.638;0.000;0.670;161.393;151.886;57.129;74.642;0.000;0.000	498	27.789	176	12.388	0.446	0.586	6	447.358
YJR092W|Spar_10;574863;574913|WT	0;0;0;0;0;2;38;30;95;41;56	0.000;0.000;0.000;0.000;0.000;1.344;24.037;29.962;42.220	41	2.288	56	3.941	1.722	0.953	4	97.563
YNL092W|chrXIV;450854;450870|WT	0;0;0;0;3;0;16;4;4;0;73	0.000;0.000;0.000;0.000;1.280;0.000;10.121;3.995;1.778	0	0.000	73	5.138	LowReads	0.883	4	17.174
YEL038W|Spar_5;58292;58312|WT	0;0;0;0;0;3;0;0;12;0;0	0.000;0.000;0.000;0.000;0.000;2.016;0.000;0.000;5.333	0	0.000	0	0.000	LowReads	0.905	2	7.349
YOR342C|Spar_15;909497;909395|909486,AAG	15;10;167;214;3677;5404;4816;279;204;5780;8006	8.191;10.000;111.849;111.413;1568.774;3632.037;3046.408;278.645;90.663	5780	322.526	8006	563.493	1.747	0.752	9	8857.98
YDR071C|chrIV;589465;589402|589423,589411,ATG	49;0;0;0;0;0;0;0;0;23;0	26.758;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	23	1.283	0	0.000	0.000	0.019	1	26.758
YPL228W|chrXVI;118250;118381|WT	2;1;0;1;443;312;827;180;0;122;129	1.092;1.000;0.000;0.521;189.004;209.696;523.127;179.771;0.000	122	6.808	129	9.080	1.334	0.811	7	1104.211
YDR021W|Spar_4;494184;494278|WT	2;1;1;107;1272;194;360;0;1;343;1173	1.092;1.000;0.670;55.707;542.693;130.388;227.722;0.000;0.444	343	19.140	1173	82.560	4.313	0.660	8	959.716
YJR013W|Spar_10;451099;451139|WT	0;0;0;0;16;26;44;76;89;57;208	0.000;0.000;0.000;0.000;6.826;17.475;27.833;75.903;39.554	57	3.181	208	14.640	4.602	0.914	5	167.591
YDR198C|Spar_4;841067;841001|WT	0;0;1;2;0;139;124;74;91;199;221	0.000;0.000;0.670;1.041;0.000;93.422;78.437;73.906;40.443	199	11.104	221	15.555	1.401	0.861	6	287.919
YBR110W|Spar_2;431208;431255|WT	0;0;0;0;1;69;1;113;199;54;523	0.000;0.000;0.000;0.000;0.427;46.375;0.633;112.856;88.441	54	3.013	523	36.811	12.217	0.924	5	248.732
YNR048W|Spar_14;688043;688066|WT	0;0;1;0;0;21;43;4;6;35;17	0.000;0.000;0.670;0.000;0.000;14.114;27.200;3.995;2.667	35	1.953	17	1.197	0.613	0.839	5	48.646
YMR298W|chrXIII;863796;863818|WT	0;0;0;0;0;6;29;8;9;24;160	0.000;0.000;0.000;0.000;0.000;4.033;18.344;7.990;4.000	24	1.339	160	11.261	8.410	0.896	4	34.367
YLR340W|Spar_12;759831;759891|WT	0;0;0;0;0;0;0;82;458;137;180	0.000;0.000;0.000;0.000;0.000;0.000;0.000;81.896;203.547	137	7.645	180	12.669	1.657	0.987	2	285.443
YCR068W|chrIII;237091;237213|237154,237169,ATG	1895;782;18;8;4;4;557;1;0;1448;863	1034.813;782.000;12.056;4.165;1.707;2.688;352.336;0.999;0.000	1448	80.799	863	60.741	0.752	0.184	8	2190.764
YBL029C-A|chrII;164841;164772|WT	0;0;0;0;1;0;199;81;209;189;118	0.000;0.000;0.000;0.000;0.427;0.000;125.879;80.897;92.885	189	10.546	118	8.305	0.788	0.941	4	300.088
YGR262C|chrVII;1017800;1017759|WT	34;22;0;0;1;0;1;0;0;27;0	18.567;22.000;0.000;0.000;0.427;0.000;0.633;0.000;0.000	27	1.507	0	0.000	0.000	0.082	4	41.627
YBL085W|chrII;63739;63875|WT	0;0;0;112;351;0;1;0;0;275;191	0.000;0.000;0.000;58.310;149.752;0.000;0.633;0.000;0.000	275	15.345	191	13.443	0.876	0.535	3	208.695
YDL199C|chrIV;103422;103353|103381,103353,WT,CGACGA	2;1;1;44;382;666;816;79;19;414;642	1.092;1.000;0.670;22.907;162.978;447.620;516.169;78.900;8.444	414	23.101	642	45.186	1.956	0.780	9	1239.78
YPL017C|chrXVI;520243;520233|WT	0;0;0;0;0;13;34;9;0;17;74	0.000;0.000;0.000;0.000;0.000;8.737;21.507;8.989;0.000	17	0.949	74	5.208	5.488	0.866	3	39.233
YPL096W|chrXVI;366910;366926|WT	0;0;0;0;0;19;20;8;14;22;51	0.000;0.000;0.000;0.000;0.000;12.770;12.651;7.990;6.222	22	1.228	51	3.590	2.923	0.866	4	39.633
YMR291W|Spar_13;800713;800795|WT	0;3;204;898;1542;28;216;0;1;1077;947	0.000;3.000;136.630;467.519;657.887;18.819;136.633;0.000;0.444	1077	60.097	947	66.654	1.109	0.527	7	1420.932
YKR075W-A|chrXI;580096;580211|580153,AAG	13491;226;132;375;102;12;49;2;3;7250;0	7367.106;226.000;88.408;195.233;43.518;8.065;30.995;1.997;1.333	7250	404.553	0	0.000	0.000	0.041	9	7962.655
YGR071C|chrVII;634128;634063|634120,634111,AAG	0;157;578;138;1;0;2;1;0;615;179	0.000;157.000;387.118;71.846;0.427;0.000;1.265;0.999;0.000	615	34.317	179	12.599	0.367	0.246	6	618.655
YAL042W|Spar_1;36635;36672|WT	0;1;0;0;0;0;110;23;48;29;130	0.000;1.000;0.000;0.000;0.000;0.000;69.582;22.971;21.332	29	1.618	130	9.150	5.655	0.910	4	114.885
YJL044C|chrX;359713;359676|359684,AAG	0;0;0;3;233;321;104;16;3;175;334	0.000;0.000;0.000;1.562;99.408;215.745;65.786;15.980;1.333	175	9.765	334	23.508	2.407	0.720	6	399.814
YAL053W|chrI;45809;45898|45830,45875,AAG,CGACGA	126;37;2;38;105;738;2769;774;1180;1474;219	68.806;37.000;1.340;19.784;44.798;496.011;1751.558;773.016;524.422	1474	82.250	219	15.414	0.187	0.865	9	3716.735
YML113W|Spar_13;43682;43735|WT	51;2;332;371;1;1;14;1;0;387;555	27.850;2.000;222.358;193.151;0.427;0.672;8.856;0.999;0.000	387	21.595	555	39.063	1.809	0.333	8	456.313
YBR103W|Spar_2;419889;420026|WT	0;0;0;1;0;0;61;0;0;0;0	0.000;0.000;0.000;0.521;0.000;0.000;38.586;0.000;0.000	0	0.000	0	0.000	LowReads	0.878	2	39.107
YKL184W|chrXI;96604;96756|96700,96742,AAG,CGACGA	0;0;0;0;113;180;2;0;1;307;0	0.000;0.000;0.000;0.000;48.211;120.978;1.265;0.000;0.444	307	17.131	0	0.000	0.000	0.681	4	170.898
YDR072C|chrIV;591470;591344|591385,591367,AAG	11;251;375;3161;11843;3316;994;8;1;4532;4874	6.007;251.000;251.158;1645.686;5052.758;2228.689;628.764;7.990;0.444	4532	252.887	4874	343.051	1.357	0.582	9	10072.496
YGL075C|chrVII;368254;368088|WT	0;0;0;75;173;0;0;0;0;33;0	0.000;0.000;0.000;39.047;73.810;0.000;0.000;0.000;0.000	33	1.841	0	0.000	0.000	0.522	2	112.857
YEL008C-A|chrV;140931;140818|WT	1700;5779;793;57;108;525;13;4;0;7440;2588	928.329;5779.000;531.115;29.675;46.078;352.853;8.223;3.995;0.000	7440	415.155	2588	182.153	0.439	0.119	8	7679.268
YJL055W|chrX;333342;333356|WT	0;0;0;0;0;0;2;2;1;2;0	0.000;0.000;0.000;0.000;0.000;0.000;1.265;1.997;0.444	2	0.112	0	0.000	0.000	0.938	3	3.706
YDL105W|chrIV;272344;272388|WT	0;1;1;0;0;2;60;36;256;62;569	0.000;1.000;0.670;0.000;0.000;1.344;37.954;35.954;113.773	62	3.460	569	40.048	11.575	0.954	6	190.695
