Constructs	TotalFacsReads_R1	TotalFacsReads_R2	TotalFacsReads_R3	AverageFacsReads
YBR255W|Spar_2;704323;704366|704360,AAG	133.462	115.155	143.619	130.74533333333332
YDR143C|Spar_4;736042;735882|WT	79.312	96.752	48.134	74.73266666666666
YPL176C|Spar_16;243471;243430|243447,AAG	1115.465	1200.033	539.493	951.6636666666665
YAR073W|chrI;227735;227741|WT	45.435	32.884	31.902	36.74033333333333
YKL022C|Spar_11;412063;412050|WT	39.413	94.927	25.076	53.138666666666666
YKL068W-A|Spar_11;322715;322758|WT	1383.355	1331.251	972.28	1228.9619999999998
YOR264W|chrXV;818824;818865|WT	1166.341	1776.198	809.897	1250.812
YIL108W|Spar_9;141756;141793|WT	1480.235	1244.92	832.411	1185.8553333333332
YBL075C|chrII;86472;86448|WT	1913.072	1824.097	1865.878	1867.6823333333332
YML076C|Spar_13;114777;114760|WT	5299.751	4808.111	5634.638	5247.5
YJR054W|chrX;535988;536055|535989,AAG	8875.169	8953.25	7297.309	8375.242666666667
YLR115W|chrXII;377960;377984|WT	416.461	332.593	423.538	390.86400000000003
YKL212W|chrXI;34431;34542|34485,34497,AAG	515.836	751.817	543.079	603.5773333333333
YLR008C|chrXII;166181;166083|WT	919.076	715.925	713.381	782.794
YLR278C|Spar_12;657947;657847|WT	5079.142	4822.109	4208.475	4703.242
YBR128C|chrII;494191;494115|494120,AAG	1664.551	891.405	1093.598	1216.518
YJL090C|Spar_10;254027;253960|253995,AAG	1761.843	2884.112	1508.556	2051.503666666667
YPR015C|chrXVI;591114;591026|WT	1205.788	1964.199	634.455	1268.1473333333333
YHR016C|chrVIII;138490;138455|WT	3434.617	1388.409	1845.254	2222.7599999999998
YLR045C|Spar_12;220098;220015|WT	3236.0	2929.106	3720.677	3295.261
YOL078W|chrXV;181667;181681|WT	2933.189	2760.017	1656.207	2449.8043333333335
YLR409C|chrXII;937266;937233|WT	512.0	432.529	298.905	414.478
YNL082W|chrXIV;473304;473390|WT	32.193	214.517	149.218	131.976
YCR082W|Spar_3;243118;243167|WT	49.574	768.112	375.444	397.71
YPL228W|chrXVI;118235;118381|118352,118382,WT,CGACGA	1648.417	1707.563	1068.591	1474.857
YJL122W|chrX;189698;189715|WT	539.075	361.49	227.373	375.9793333333334
YDL099W|Spar_4;288263;288287|WT	344.097	430.789	503.591	426.15899999999993
YJL026W|chrX;392353;392403|WT	628.473	722.486	410.741	587.2333333333332
YBL013W|chrII;201989;202055|WT	6183.037	5756.859	5281.011	5740.302333333333
YKL048C|chrXI;349221;349136|WT	52.011	67.93	87.841	69.26066666666667
YCR052W|Spar_3;198519;198568|WT	90.414	20.834	75.568	62.272
YDL001W|Spar_4;455902;455979|WT	43.462	36.061	44.837	41.45333333333333
YDR470C|chrIV;1401293;1401214|1401255,1401237,AAG,CGACGA	64.705	73.619	39.223	59.18233333333334
YDR068W|chrIV;583672;583712|WT	275.09	202.116	217.188	231.46466666666666
YBR025C|Spar_2;263728;263697|WT	196.99	56.377	45.001	99.456
YER060W|Spar_5;275404;275556|WT	1753.922	2679.071	1503.984	1978.9923333333336
YLR243W|Spar_12;582893;582927|WT	1394.986	1740.634	838.28	1324.6333333333332
YIL064W|Spar_9;218532;218545|WT	1161.157	1376.215	915.649	1151.0069999999998
YNL309W|chrXIV;52613;52661|WT	1458.19	1332.877	1196.191	1329.086
YDL126C|chrIV;238714;238664|WT	7191.467	5431.322	5545.766	6056.185
YKR062W|chrXI;559601;559665|559640,559665,AAG,CGACGA	11006.556	10433.906	8871.297	10103.919666666667
YBR083W|Spar_2;381486;381535|WT	4345.432	3921.179	3738.54	4001.7170000000006
YGL206C|Spar_7;107966;107891|WT	8854.021	9516.752	6621.206	8330.659666666666
YMR312W|Spar_13;846547;846581|WT	11256.891	10830.766	7177.969	9755.208666666667
YOR230W|chrXV;770748;770799|770752,770776,AAG	50.525	84.873	95.017	76.80499999999999
YJL217W|chrX;23125;23132|WT	91.658	39.472	36.551	55.89366666666666
YHL009C|Spar_8;76142;76027|WT	44.765	56.208	26.286	42.419666666666664
YAL019W|Spar_1;90062;90124|WT	215.114	146.085	133.586	164.92833333333334
YBL069W|chrII;90668;90740|90712,90740,AAG	61.988	112.939	97.589	90.83866666666665
YKL170W|Spar_11;138999;139072|WT	128.227	135.828	73.228	112.42766666666667
YML038C|chrXIII;204228;204103|204197,204095,AAG,CGACGA	373.377	388.296	194.385	318.686
YEL068C|Spar_5;5977;5956|WT	3212.196	4013.495	4529.212	3918.301
YJR022W|chrX;469755;469783|WT	11956.386	12388.206	10268.567	11537.719666666666
YHR050W|chrVIII;207489;207653|207541,207559,AAG	7516.82	7117.078	5861.339	6831.745666666667
YOR126C|chrXV;560730;560677|WT	4622.505	4378.634	4148.961	4383.366666666666
YKL119C|chrXI;219271;219217|WT	3859.859	3789.218	2838.605	3495.894
YFL037W|chrVI;56270;56335|WT	2773.416	1789.107	3487.068	2683.197
YIL045W|Spar_9;245672;245779|WT	2368.642	1796.953	2723.599	2296.3979999999997
YIR034C|chrIX;420771;420736|WT	3384.961	5881.04	2852.077	4039.359333333334
YMR052W|Spar_13;357616;357637|WT	647.025	796.147	703.153	715.4416666666666
YBR120C|Spar_2;453571;453524|WT	151.142	165.258	52.494	122.96466666666667
YHR166C|chrVIII;439161;439050|WT	3170.961	2620.985	2603.287	2798.411
YLR390W-A|Spar_12;858306;858354|WT	2332.18	2194.758	1779.516	2102.1513333333332
YPL159C|chrXVI;251786;251668|251730,251661,AAG	34.187	35.483	2.432	24.033999999999995
YLR207W|chrXII;556723;556787|WT	670.908	803.277	482.303	652.1626666666666
YML023C|Spar_13;216744;216700|216726,AAG	252.423	148.562	153.58	184.85500000000002
YMR229C|Spar_13;678975;678870|WT	725.037	1073.038	876.303	891.4593333333333
YPL067C|Spar_16;451018;450963|451015,AAG	776.488	505.408	640.874	640.9233333333334
YGR086C|Spar_7;631576;631498|WT	698.214	934.078	560.161	730.8176666666667
YLR310C|Spar_12;710718;710558|WT	35.634	7.251	51.961	31.615333333333336
YKL040C|Spar_11;375513;375469|WT	15.444	35.764	23.576	24.928
YPL242C|Spar_16;119980;119877|WT	6082.38	4819.268	3668.821	4856.823
YFL041W|chrVI;49116;49138|WT	3167.642	2853.096	3376.874	3132.537333333333
YNL207W|chrXIV;255244;255352|WT	5192.244	3524.044	2775.937	3830.741666666667
YLR410W|Spar_12;893637;893699|WT	3700.721	2526.101	2925.269	3050.697
YEL022W|chrV;111353;111420|111365,111428,AAG	6040.566	6960.802	4092.281	5697.882999999999
YKL136W|chrXI;186346;186415|WT	773.139	560.676	674.929	669.5813333333334
YGL240W|Spar_7;50705;50763|WT	1322.804	2624.53	2176.576	2041.3033333333333
YDR219C|chrIV;906988;906852|906920,906875,ATG	2934.373	3543.402	2734.674	3070.8163333333337
YDL039C|chrIV;384153;384081|WT	114.093	31.431	236.657	127.39366666666668
YKL106C-A|Spar_11;247766;247750|247766,AAG	214.011	136.64	127.744	159.465
YLR193C|chrXII;540557;540536|WT	12.484	13.995	3.223	9.900666666666666
YML026C|chrXIII;223850;223828|WT	6600.561	4351.136	3096.076	4682.591
YMR194W|Spar_13;634559;634576|WT	3508.931	2532.897	2674.552	2905.4599999999996
YOL063C|Spar_15;194711;194639|194705,AAG	11813.202	10910.14	8068.074	10263.805333333332
YPR065W|chrXVI;679636;679692|WT	5983.659	5948.404	4435.585	5455.882666666667
YBR215W|Spar_2;633303;633338|WT	165.551	95.886	97.8	119.74566666666668
YDR143C|chrIV;744020;743874|743916,743892,AAG,CGACGA	1724.457	1898.544	1659.379	1760.7933333333333
YDR506C|chrIV;1461606;1461554|WT	3455.064	3237.107	2542.887	3078.352666666667
YJL042W|Spar_10;358327;358249|WT	119.983	294.445	240.08	218.16933333333336
YLR432W|Spar_12;947666;947778|WT	34.071	23.8	42.016	33.29566666666667
YNL131W|chrXIV;378719;378766|378731,378755,AAG,CGACGA	500.649	736.616	506.421	581.2286666666666
YBR172C|Spar_2;554207;554110|WT	719.513	293.945	410.8	474.7526666666667
YOL138C|chrXV;65421;65350|65407,AAG	676.369	1034.618	961.472	890.8196666666666
YOL141W|Spar_15;45684;45700|WT	207.723	219.369	87.041	171.37766666666667
YOR103C|chrXV;516884;516841|WT	580.652	370.64	269.771	407.021
YAL046C|chrI;57391;57385|WT	708.409	415.104	378.398	500.637
YBR085C-A|chrII;419193;419164|WT	1862.929	2052.374	1166.932	1694.0783333333331
YJL058C|Spar_10;316907;316857|WT	270.942	320.317	170.175	253.81133333333332
YLR148W|Spar_12;417972;417983|WT	24.293	41.909	19.62	28.607333333333333
YPR071W|chrXVI;688159;688171|WT	18.245	28.196	13.21	19.883666666666667
YJL214W|Spar_6;46285;46376|46334,AAG	31.476	9.682	14.32	18.49266666666667
YPL153C|chrXVI;264365;264192|WT	16.113	19.528	5.243	13.628
YBR230W-A|Spar_2;660297;660350|WT	128.559	214.389	83.038	141.99533333333332
YIL031W|chrIX;292462;292632|292603,292632,WT,CGACGA	228.143	261.57	302.606	264.10633333333334
YFR037C|chrVI;229192;229186|WT	2294.932	1444.004	887.76	1542.232
YGR065C|chrVII;619968;619858|619968,AAG	48.748	35.669	67.043	50.48666666666667
YBR034C|Spar_2;277779;277754|WT	1256.866	711.52	846.685	938.357
YGR246C|chrVII;984301;984272|WT	1705.939	1428.709	1757.856	1630.8346666666666
YOL038C-A|chrXV;255085;255021|255029,AAG	5.778	71.509	9.0	28.762333333333334
YMR114C|chrXIII;497479;497449|WT	10.327	6.132	4.0	6.8196666666666665
YIL043C|Spar_9;249534;249514|WT	1818.59	3686.738	2767.548	2757.6253333333334
YGL120C|chrVII;283976;283937|WT	4832.104	3559.531	3870.324	4087.3196666666668
YIL002C|Spar_9;329722;329623|WT	16293.698	11945.076	13701.859	13980.211000000001
YDR181C|Spar_4;814753;814695|814727,AAG	3625.436	2294.884	1428.385	2449.568333333333
YDR248C|chrIV;958397;958339|958359,AAG	1515.989	1270.798	1097.807	1294.8646666666666
YOL097C|chrXV;137836;137825|WT	78.409	61.624	61.665	67.23266666666667
YBR128C|Spar_2;466762;466757|466762,AAG	299.089	469.513	567.607	445.40299999999996
YLR392C|chrXII;906484;906305|WT	460.063	305.609	405.619	390.4303333333334
YOR271C|Spar_15;772523;772510|WT	1399.791	1440.727	933.571	1258.0296666666666
YNL147W|Spar_14;335350;335441|335351,AAG	920.073	2191.282	1162.592	1424.6490000000001
YPL164C|Spar_16;266603;266553|WT	2229.736	3086.451	1621.694	2312.627
YDR077W|chrIV;600761;600792|600773,600791,AAG	1996.773	1571.938	925.84	1498.1836666666668
YMR004W|chrXIII;273956;274016|WT	1247.499	624.313	877.5	916.4373333333333
YNR013C|chrXIV;651743;651712|WT	2836.311	2044.11	1630.584	2170.335
YOR244W|chrXV;792472;792530|WT	1531.604	1360.897	917.122	1269.8743333333334
YDR497C|Spar_4;1423302;1423200|WT	914.867	540.033	989.884	814.928
YJR098C|chrX;615244;615156|WT	65.837	223.536	101.003	130.12533333333332
YHL039W|Spar_8;12611;12680|WT	7684.528	7065.447	6679.641	7143.205333333334
YPL148C|Spar_16;297952;297895|297941,AAG	6008.337	6931.389	3998.648	5646.124666666667
YKR061W|Spar_11;572101;572186|572160,AAG	263.729	287.08	347.584	299.46433333333334
YDR466W|Spar_4;1372994;1373088|1373082,AAG	386.199	180.371	216.649	261.07300000000004
YJL071W|chrX;306068;306131|WT	322.219	492.299	239.28	351.266
YBL015W|Spar_2;174388;174476|WT	364.324	199.043	380.461	314.6093333333333
YGL234W|chrVII;56463;56481|WT	1145.021	1172.622	1111.473	1143.0386666666666
YGL003C|chrVII;494226;494174|WT	25.347	31.315	21.606	26.089333333333332
YER075C|chrV;311366;311199|WT	21.602	50.676	18.167	30.148333333333337
YML070W|Spar_13;133198;133239|WT	60.436	94.975	49.002	68.13766666666668
YLR093C|Spar_12;309747;309676|309682,AAG	8133.886	9042.522	5741.19	7639.199333333334
YIL021W|chrIX;312842;312904|312878,312890,AAG	3735.683	3069.815	2946.58	3250.6926666666664
YML018C|chrXIII;236083;235952|236036,236015,AAG	244.755	461.157	238.991	314.9676666666667
YML124C|Spar_13;23476;23448|WT	9199.059	8561.499	7279.359	8346.639
YMR272C|chrXIII;810816;810777|WT	3643.324	3689.061	3303.265	3545.2166666666667
YOR052C|chrXV;427349;427224|WT	50.697	117.116	122.014	96.609
YMR090W|chrXIII;449198;449244|449224,449239,WT,CGACGA	128.976	71.994	144.024	114.998
YNL137C|chrXIV;370161;370055|370072,370055,AAG	148.313	78.129	120.002	115.48133333333334
YCR042C|chrIII;205420;205397|WT	1349.634	1877.185	2307.952	1844.9236666666668
YEL064C|chrV;31272;31239|31250,AAG	4166.554	4178.786	2311.623	3552.321
YMR205C|chrXIII;674812;674766|674790,674775,AAG,CGACGA	7631.205	5302.464	7059.734	6664.467666666666
YLR108C|chrXII;368184;368124|368171,368124,WT,CGACGA	6042.589	5134.464	3899.018	5025.357
YMR189W|chrXIII;637363;637499|WT	1690.335	2037.682	1489.971	1739.3293333333331
YDL082W|Spar_4;313248;313271|WT	1885.279	1953.936	2224.524	2021.2463333333333
YER008C|chrV;171854;171818|WT	2256.841	2283.634	1699.011	2079.828666666667
YML055W|chrXIII;164778;164789|WT	257.18	958.928	487.013	567.707
YNL026W|Spar_14;558676;558708|WT	1211.88	847.42	615.063	891.4543333333335
YPL190C|chrXVI;187819;187725|187781,187637,AAG	5173.092	4627.967	4639.621	4813.56
YDR248C|chrIV;958397;958339|958355,AAG	7735.17	6559.019	5539.79	6611.326333333333
YPR044C|chrXVI;654988;654877|WT	483.323	530.765	470.33	494.806
YCR043C|chrIII;206703;206644|WT	1035.313	1010.82	910.255	985.4626666666668
YDR245W|Spar_4;928008;928093|928077,AAG	220.659	141.162	191.806	184.54233333333335
YOR358W|Spar_15;946929;946961|WT	611.639	406.934	712.068	576.8803333333334
YER139C|chrV;451343;451243|WT	10.657	4.769	6.622	7.349333333333334
YGL097W|chrVII;321739;321781|WT	6.772	13.211	8.243	9.408666666666667
YMR078C|Spar_13;403818;403805|WT	423.912	471.91	297.727	397.8496666666667
YGR195W|chrVII;888775;888881|888854,888863,AAG	1536.406	1744.356	1674.665	1651.809
YDL083C|Spar_4;312658;312637|WT	33.657	100.316	63.458	65.81033333333333
YER099C|Spar_5;370088;370066|WT	35.084	27.879	24.97	29.311000000000003
YOR144C|chrXV;605129;605092|WT	22.165	24.089	8.608	18.287333333333333
YJR137C|Spar_10;661870;661833|WT	41.517	14.308	20.54	25.455000000000002
YBL093C|chrII;44998;44918|WT	43.471	3.815	21.648	22.977999999999998
YHR050W|chrVIII;207489;207653|207585,207654,WT,CGACGA	697.005	480.708	543.67	573.7943333333333
YLR300W|chrXII;728856;728954|WT	925.21	558.416	508.017	663.8810000000001
YDL003W|Spar_4;452563;452655|WT	448.505	963.799	649.357	687.2203333333333
YDL029W|chrIV;399319;399339|WT	1197.626	1187.6	1005.306	1130.1773333333333
YMR121C|chrXIII;510383;510348|WT	83.652	53.183	53.98	63.605
YPL129W|chrXVI;305226;305297|305280,305295,WT,CGACGA	2111.64	2423.518	1594.203	2043.120333333333
YDR424C|Spar_4;1297353;1297209|1297317,AAG	666.546	533.472	366.275	522.0976666666667
YLR040C|chrXII;229740;229582|229730,AAG	4804.023	5328.25	3610.428	4580.900333333334
YPR016C|chrXVI;593161;593069|593110,593068,AAG,CGACGA	2999.719	2627.424	1988.266	2538.4696666666664
YEL049W|chrV;63574;63727|63605,AAG	4945.327	5840.457	3159.147	4648.310333333334
YIL023C|chrIX;310463;310426|WT	345.263	207.565	173.099	241.97566666666663
YBR007C|Spar_2;228314;228244|228293,AAG	72.078	21.244	8.918	34.080000000000005
YGR257C|chrVII;1007404;1007305|1007361,1007334,AAG	86.063	68.281	89.902	81.41533333333332
YOL069W|chrXV;198904;198941|WT	43.433	61.892	29.292	44.87233333333334
YPL068C|Spar_16;450285;450207|450273,AAG	84.258	177.264	126.307	129.27633333333333
YNR059W|Spar_14;713445;713557|713470,AAG	69.534	48.312	51.505	56.45033333333333
YCR030C|chrIII;176523;176438|176457,176406,AAG	223.326	235.543	168.445	209.1046666666667
YKL029C|chrXI;384771;384725|WT	1655.225	1255.086	1154.059	1354.79
YJL020C|chrX;402502;402410|WT	145.432	44.464	24.914	71.60333333333334
YML100W|chrXIII;70563;70623|WT	10.786	9.293	39.645	19.908
YLR460C|chrXII;1060933;1060887|WT	101.359	88.998	11.799	67.38533333333334
YEL059C-A|Spar_5;22635;22564|WT	35.743	52.921	35.631	41.431666666666665
YLR132C|chrXII;408216;408155|WT	463.894	387.37	180.554	343.9393333333333
YOL038W|chrXV;255302;255336|255317,255336,WT,CGACGA	791.744	887.076	403.561	694.1270000000001
YDL115C|Spar_4;260060;260042|WT	904.737	527.983	777.572	736.764
YER008C|Spar_5;173046;172982|WT	164.095	111.81	77.0	117.63499999999999
YOR023C|chrXV;377744;377712|WT	330.25	558.469	404.894	431.20433333333335
YOR280C|Spar_15;786350;786292|WT	419.682	376.417	147.186	314.42833333333334
YHL035C|Spar_8;23687;23666|23686,AAG	817.602	600.796	600.972	673.1233333333333
YOR051C|chrXV;426126;426084|WT	894.848	1380.34	755.39	1010.1926666666667
YER020W|Spar_5;196309;196366|WT	1681.81	1599.928	507.085	1262.941
YDR399W|Spar_4;1235631;1235698|WT	476.446	524.479	123.011	374.6453333333334
YNL211C|chrXIV;250338;250315|250338,AAG	710.276	1162.324	329.563	734.0543333333334
YDR119W|chrIV;688131;688226|WT	990.344	1386.761	608.949	995.3513333333334
YMR120C|Spar_13;488315;488264|WT	73.721	58.637	14.486	48.948
YBL007C|Spar_2;199403;199354|WT	273.381	448.811	216.535	312.909
YAR007C|Spar_1;133973;133921|WT	17.454	38.216	40.523	32.06433333333334
YDR363W|Spar_4;983362;983210|WT	21.652	51.399	4.054	25.701666666666668
YGL163C|Spar_7;196472;196363|WT	4229.243	4283.944	3099.118	3870.768333333334
YNL148C|chrXIV;350723;350671|350682,AAG	4194.258	3809.965	3821.932	3942.0516666666663
YDR229W|Spar_4;899813;899911|WT	4888.753	3824.675	3729.03	4147.486
YGL104C|Spar_7;310066;310050|WT	3434.288	3984.036	3488.999	3635.7743333333333
YML034W|chrXIII;209478;209524|WT	630.34	1581.959	681.55	964.6163333333334
YCL026C-B|Spar_3;61062;61034|WT	747.344	842.473	818.439	802.752
YCR030C|Spar_3;160067;159972|WT	774.012	861.305	647.091	760.8026666666666
YJR014W|Spar_10;452548;452581|WT	25.997	22.543	28.972	25.837333333333333
YLR330W|chrXII;787608;787663|WT	17.902	14.514	9.093	13.836333333333334
YML080W|Spar_13;108088;108203|WT	11491.998	13004.413	7950.421	10815.610666666667
YNL092W|chrXIV;450805;450870|WT	7293.411	5938.24	6231.502	6487.717666666666
YPR118W|chrXVI;767715;767751|WT	2028.928	2034.466	1894.565	1985.9863333333335
YGL013C|chrVII;472433;472298|472433,AAG	1416.316	1577.019	951.342	1314.8923333333335
YGR063C|Spar_7;598452;598445|WT	1485.261	2088.135	1324.327	1632.5743333333332
YLR330W|Spar_12;741515;741558|WT	435.088	825.327	438.322	566.2456666666667
YDR302W|chrIV;1067687;1067730|WT	229.657	370.502	114.115	238.09133333333332
YHR104W|chrVIII;323309;323408|WT	1479.225	1091.063	601.324	1057.204
YDR459C|chrIV;1383518;1383443|1383447,AAG	91.514	125.167	174.485	130.38866666666667
YPR080W|chrXVI;700562;700593|WT	11.591	6.89	8.879	9.12
YOR338W|Spar_15;898626;898671|WT	483.293	314.978	215.101	337.79066666666665
YLR107W|chrXII;364099;364115|WT	27.585	76.219	87.963	63.922333333333334
YNR044W|Spar_14;680078;680124|WT	964.593	793.364	522.081	760.0126666666666
YOL030W|Spar_15;252725;252775|WT	159.891	159.928	275.01	198.27633333333333
YKR089C|chrXI;608444;608365|608413,608407,AAG	435.085	468.642	253.316	385.681
YFL007W|Spar_6;157415;157535|WT	795.364	699.506	632.555	709.1416666666665
YLR251W|Spar_12;600928;601012|WT	136.664	96.375	38.741	90.59333333333332
YLR309C|Spar_12;705368;705319|WT	212.388	92.297	35.829	113.50466666666667
YNL148C|chrXIV;350723;350671|WT	1.546	31.675	5.416	12.879
YPR161C|chrXVI;866473;866422|WT	162.035	70.977	103.204	112.072
YGR166W|chrVII;830413;830514|WT	443.831	501.168	582.409	509.13599999999997
YDR030C|chrIV;503281;503273|WT	25.702	40.535	15.845	27.360666666666663
YOR160W|Spar_15;580215;580284|WT	179.789	124.711	157.765	154.08833333333334
YGR199W|Spar_7;862949;863012|WT	12.67	46.574	15.988	25.077333333333332
YOR005C|Spar_15;324789;324737|WT	888.924	822.978	559.975	757.2923333333333
YHR050W|chrVIII;207489;207653|207585,207654,AAG	95.161	79.522	6.633	60.43866666666667
YOR212W|Spar_15;683178;683297|WT	212.646	300.733	216.47	243.28300000000002
YGR109C|chrVII;706595;706501|WT	30.529	34.248	30.619	31.798666666666666
YNL005C|Spar_14;599231;599179|WT	1401.081	2552.714	1251.969	1735.2546666666667
YDR263C|Spar_4;1041031;1040943|1041019,AAG	807.916	495.653	549.827	617.7986666666667
YNL165W|chrXIV;323781;323831|323803,323831,AAG,CGACGA	802.762	777.746	698.989	759.8323333333333
YIL145C|Spar_9;58094;58032|WT	387.949	331.201	366.129	361.75966666666665
YGL203C|Spar_7;119586;119665|WT	329.222	172.948	269.459	257.20966666666664
YHL034C|chrVIII;34188;34077|34142,34077,AAG	583.578	751.535	518.331	617.8146666666667
YLR298C|chrXII;725421;725416|WT	360.239	333.285	289.545	327.68966666666665
YML059C|Spar_13;158167;158094|158103,AAG	72.843	87.84	66.355	75.67933333333333
YML127W|chrXIII;17027;17063|WT	616.361	596.748	424.569	545.8926666666666
YMR195W|Spar_13;637419;637477|637427,AAG	1986.57	2161.744	1080.713	1743.009
YNL082W|Spar_14;458797;458842|WT	453.459	421.689	827.59	567.5793333333334
YNL147W|chrXIV;350856;350939|WT	376.227	479.026	360.574	405.27566666666667
YDR176W|chrIV;814413;814451|814428,814451,WT,CGACGA	1783.545	1825.039	2856.126	2154.903333333333
YLR368W|chrXII;857536;857539|WT	2498.78	3741.043	7351.012	4530.278333333333
YEL012W|chrV;131626;131771|WT	7308.471	7019.498	8577.681	7635.216666666667
YOR275C|chrXV;841101;841069|WT	5450.52	5057.788	4057.043	4855.117
YPL038W|Spar_16;499581;499617|499610,AAG	8920.11	10247.526	6156.074	8441.236666666666
YGL257C|chrVII;14270;14157|14217,AAG	512.388	557.607	393.261	487.75199999999995
YNL293W|Spar_14;68088;68152|WT	947.526	497.432	633.138	692.6986666666667
YGL085W|chrVII;349576;349615|349606,AAG	2316.204	1640.313	1541.546	1832.6876666666667
YKL162C-A|chrXI;146127;146074|WT	1987.36	2045.911	1463.953	1832.4080000000001
YMR090W|chrXIII;449198;449244|449224,449239,ATG	181.168	149.778	131.208	154.05133333333333
YNL182C|Spar_14;281960;281891|281949,AAG	2945.386	2842.307	2317.455	2701.716
YER067W|chrV;291989;292065|291999,292023,WT,CGACGA	3071.032	2117.509	2534.115	2574.2186666666666
YJL174W|chrX;94976;95091|WT	5484.359	5355.768	3916.78	4918.969
YNR061C|chrXIV;743626;743540|743566,743540,WT,CGACGA	886.217	594.341	918.774	799.7773333333333
YDR192C|Spar_4;831994;831981|WT	826.995	770.726	887.329	828.35
YIL118W|Spar_9;120438;120485|WT	940.889	778.419	420.659	713.3223333333334
YKR023W|chrXI;483410;483418|WT	1236.787	399.3	232.327	622.8046666666667
YDR481C|chrIV;1420283;1420250|1420281,1420254,WT,CGACGA	2261.198	2413.748	1723.142	2132.696
YFR027W|chrVI;207392;207451|207406,207421,WT,CGACGA	1290.025	1781.051	303.229	1124.7683333333332
YOL098C|chrXV;135897;135838|WT	109.284	42.241	33.0	61.50833333333333
YGR177C|Spar_7;817068;817026|WT	130.167	156.338	200.29	162.265
YFL046W|Spar_6;76052;76106|WT	1208.932	961.227	769.79	979.9830000000001
YPR162C|chrXVI;868349;868304|WT	25.009	50.085	6.592	27.228666666666665
YBR235W|Spar_2;666834;666915|WT	92.237	60.521	11.227	54.66166666666666
YIR009W|chrIX;374461;374524|WT	136.395	58.619	88.77	94.59466666666667
YMR067C|Spar_13;383620;383591|WT	333.159	366.721	329.639	343.173
YMR135C|chrXIII;540099;540056|540090,540056,AAG	217.915	201.137	149.99	189.68066666666667
YMR002W|chrXIII;272142;272192|WT	121.323	291.539	155.081	189.31433333333334
YBR130C|Spar_2;469565;469520|WT	133.812	300.754	117.154	183.90666666666667
YHR076W|chrVIII;251055;251100|251056,AAG	13.508	161.384	92.25	89.04733333333333
YCR044C|chrIII;207957;207950|WT	96.923	35.538	22.914	51.791666666666664
YPR169W|Spar_16;878608;878655|WT	4.0	14.542	3.0	7.180666666666667
YOR115C|Spar_15;526923;526863|WT	470.334	657.682	409.527	512.5143333333334
YDR025W|Spar_4;500155;500215|500181,AAG	1017.96	537.832	614.09	723.294
YDR214W|Spar_4;868157;868274|WT	2012.995	1771.806	1050.53	1611.777
YPR129W|chrXVI;792660;792686|WT	491.251	631.398	1359.867	827.5053333333332
YER173W|Spar_5;537705;537728|WT	1344.112	967.074	1742.799	1351.3283333333334
YMR131C|Spar_13;513938;513893|WT	256.843	199.095	185.452	213.79666666666665
YBR138C|chrII;515366;515336|WT	48.476	21.428	22.679	30.861
YJL076W|Spar_10;284098;284155|WT	894.491	1866.214	1064.264	1274.9896666666666
YDR463W|Spar_4;1364754;1364787|WT	864.583	597.282	1088.982	850.2823333333332
YBL089W|chrII;49557;49573|WT	459.93	231.242	432.231	374.4676666666667
YJL126W|Spar_10;177387;177431|WT	796.955	831.643	1026.132	884.91
YNL256W|Spar_14;148006;148061|WT	2803.253	3987.507	2798.625	3196.4616666666666
YDR270W|Spar_4;1050974;1051060|WT	6171.784	3895.908	2936.168	4334.62
YFR048W|chrVI;246093;246145|246094,AAG	113.865	75.333	60.563	83.25366666666666
YBL080C|Spar_2;69914;69897|WT	37.409	2.996	18.618	19.674333333333333
YOL054W|Spar_15;212965;213017|WT	2887.973	3841.5	2661.826	3130.4329999999995
YIL014W|chrIX;326018;326102|326042,AAG	4201.748	3492.353	2931.952	3542.0176666666666
YMR086W|Spar_13;418342;418359|WT	7475.336	6008.894	5759.074	6414.434666666667
YOL121C|chrXV;92870;92850|WT	3992.372	6039.655	3854.593	4628.873333333333
YML032C|chrXIII;213963;213930|WT	1565.167	1295.28	1972.038	1610.8283333333336
YKL002W|Spar_11;452614;452691|452623,AAG	2901.411	3485.089	1559.914	2648.8046666666664
YGR016W|chrVII;522247;522260|WT	41.901	115.83	89.42	82.38366666666667
YGR279C|chrVII;1050065;1049958|1050022,1049989,AAG,CGACGA	2204.686	772.004	927.409	1301.3663333333334
YOR238W|chrXV;783658;783676|783668,AAG	24.402	63.982	41.859	43.41433333333333
YDR254W|Spar_4;940298;940368|WT	2649.565	1731.903	2736.617	2372.695
YGR038W|chrVII;560543;560681|560603,560678,WT,CGACGA	2839.834	1810.237	4145.218	2931.7630000000004
YBR058C-A|chrII;356625;356566|WT	2253.318	2768.11	2162.549	2394.659
YLR253W|chrXII;642569;642626|642599,642620,AAG	1240.821	1498.427	1025.356	1254.8679999999997
YML111W|chrXIII;46815;46941|46912,46941,AAG,CGACGA	10435.101	10598.45	8939.129	9990.893333333333
YMR029C|Spar_13;320458;320433|WT	8613.612	7506.745	4824.328	6981.561666666667
YJL218W|chrX;21919;21972|WT	5518.574	7215.779	5304.46	6012.937666666666
YDL209C|chrIV;87268;87226|WT	36.553	16.648	31.709	28.30333333333333
YJL141C|chrX;150461;150390|150408,150396,AAG	97.676	55.445	60.285	71.13533333333334
YOR094W|chrXV;502686;502794|WT	98.886	67.296	60.703	75.62833333333334
